PayslipID,EmployeeNumber,EmployeeName,PayPeriodStart,PayPeriodEnd,GeneratedDate,GeneratedBy,GrossPay,NetPay,TotalDeductions,PayslipContent
PS-1772863860223-4,4,Isabella Reyes,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,16125.00,13525.42,2599.58,"=== PAYSLIP ===
Employee: Isabella Reyes
Emp #: 4
Position: Chief Marketing Officer
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱16,125.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱322.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱2,027.08
Total Deductions: ₱2,599.58

=== NET PAY ===
Net Pay: ₱13,525.42
"
PS-1772864208776-12,12,Josie Lopez,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,10393.75,9055.04,1338.71,"=== PAYSLIP ===
Employee: Josie Lopez
Emp #: 12
Position: Payroll Team Leader
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱10,393.75

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱207.88
Pag-IBIG: ₱25.00
Withholding Tax: ₱880.83
Total Deductions: ₱1,338.71

=== NET PAY ===
Net Pay: ₱9,055.04
"
PS1770380209105,1,Manuel III Garcia,2026-02-03,2026-02-07,2026-02-06,admin,21615.91,17018.41,4597.50,"═══════════════════════════════════════════════════════════════
                    MOTORPH PAYROLL SYSTEM                      
                     WEEKLY PAYSLIP                             
═══════════════════════════════════════════════════════════════

EMPLOYEE INFORMATION
─────────────────────────────────────────────────────────────
Employee Number : 1
Name            : Manuel III Garcia
Position        : Chief Executive Officer
Status          : Regular

PAY PERIOD
─────────────────────────────────────────────────────────────
Week Start      : Feb 03, 2026
Week End        : Feb 07, 2026

EARNINGS
─────────────────────────────────────────────────────────────
Basic Salary (Weekly)      : ₱   22,500.00
Rice Subsidy (Weekly)      : ₱      375.00
Clothing Allowance (Weekly): ₱      250.00
                             ─────────────
GROSS WEEKLY PAY           : ₱   21,615.91

DEDUCTIONS
─────────────────────────────────────────────────────────────
SSS Contribution           : ₱      225.00
PhilHealth Contribution    : ₱      472.50
Pag-IBIG Contribution      : ₱       25.00
Withholding Tax            : ₱    3,875.00
                             ─────────────
TOTAL DEDUCTIONS           : ₱    4,597.50

═══════════════════════════════════════════════════════════════
NET WEEKLY PAY             : ₱   17,018.41
═══════════════════════════════════════════════════════════════

ATTENDANCE SUMMARY
─────────────────────────────────────────────────────────────
Regular Hours: 32.00 | Overtime Hours: 5.00 | Total: 37.00

This is a computer-generated payslip. No signature required.
Generated on: Feb 06, 2026
"
PS-1772863860253-18,18,Allison San Jose,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Allison San Jose
Emp #: 18
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772865251887-1,1,Manuel III Garcia,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,23625.00,19027.50,4597.50,"=== PAYSLIP ===
Employee: Manuel III Garcia
Emp #: 1
Position: Chief Executive Officer
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱23,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱472.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱3,875.00
Total Deductions: ₱4,597.50

=== NET PAY ===
Net Pay: ₱19,027.50
"
PS-1772865121180-2,2,Antonio Lim,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,16125.00,13525.42,2599.58,"=== PAYSLIP ===
Employee: Antonio Lim
Emp #: 2
Position: Chief Operating Officer
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱16,125.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱322.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱2,027.08
Total Deductions: ₱2,599.58

=== NET PAY ===
Net Pay: ₱13,525.42
"
PS-1772864362780-27,27,Garfield Manalaysay,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6812.50,6185.63,626.88,"=== PAYSLIP ===
Employee: Garfield Manalaysay
Emp #: 27
Position: Account Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,812.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱136.25
Pag-IBIG: ₱25.00
Withholding Tax: ₱240.63
Total Deductions: ₱626.88

=== NET PAY ===
Net Pay: ₱6,185.63
"
PS-1772864362746-15,15,Fredrick Romualdez,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,14250.00,12062.92,2187.08,"=== PAYSLIP ===
Employee: Fredrick Romualdez
Emp #: 15
Position: Account Manager
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱14,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱285.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,652.08
Total Deductions: ₱2,187.08

=== NET PAY ===
Net Pay: ₱12,062.92
"
PS-1772865121295-30,30,Emelia Maceda,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Emelia Maceda
Emp #: 30
Position: Account Rank and File
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772863860274-29,29,Carol Ramos,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Carol Ramos
Emp #: 29
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772863860251-17,17,Selena De Leon,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,11237.50,9713.17,1524.33,"=== PAYSLIP ===
Employee: Selena De Leon
Emp #: 17
Position: Account Team Leader
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱11,237.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱224.75
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,049.58
Total Deductions: ₱1,524.33

=== NET PAY ===
Net Pay: ₱9,713.17
"
PS-1772864362743-14,14,Leila Martinez,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Leila Martinez
Emp #: 14
Position: Payroll Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772865251982-30,30,Emelia Maceda,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Emelia Maceda
Emp #: 30
Position: Account Rank and File
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772865121167-1,1,Manuel III Garcia,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,23625.00,19027.50,4597.50,"=== PAYSLIP ===
Employee: Manuel III Garcia
Emp #: 1
Position: Chief Executive Officer
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱23,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱472.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱3,875.00
Total Deductions: ₱4,597.50

=== NET PAY ===
Net Pay: ₱19,027.50
"
PS-1772865121300-31,31,Delia Aguilar,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Delia Aguilar
Emp #: 31
Position: Account Rank and File
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772864208789-19,19,Cydney Rosario,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Cydney Rosario
Emp #: 19
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772863860249-16,16,Christian Mata,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,11518.75,9932.54,1586.21,"=== PAYSLIP ===
Employee: Christian Mata
Emp #: 16
Position: Account Team Leader
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱11,518.75

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱230.38
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,105.83
Total Deductions: ₱1,586.21

=== NET PAY ===
Net Pay: ₱9,932.54
"
PS-1772865251948-19,19,Cydney Rosario,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Cydney Rosario
Emp #: 19
Position: Account Rank and File
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772864362777-26,26,Percival Gutierrez,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6812.50,6185.63,626.88,"=== PAYSLIP ===
Employee: Percival Gutierrez
Emp #: 26
Position: Account Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,812.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱136.25
Pag-IBIG: ₱25.00
Withholding Tax: ₱240.63
Total Deductions: ₱626.88

=== NET PAY ===
Net Pay: ₱6,185.63
"
PS-1772863860273-28,28,Lizeth Villegas,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Lizeth Villegas
Emp #: 28
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772865251945-18,18,Allison San Jose,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Allison San Jose
Emp #: 18
Position: Account Rank and File
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772864362773-25,25,Jacklyn Tolentino,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Jacklyn Tolentino
Emp #: 25
Position: Account Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772864362752-17,17,Selena De Leon,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,11237.50,9713.17,1524.33,"=== PAYSLIP ===
Employee: Selena De Leon
Emp #: 17
Position: Account Team Leader
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱11,237.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱224.75
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,049.58
Total Deductions: ₱1,524.33

=== NET PAY ===
Net Pay: ₱9,713.17
"
PS-1772865251984-31,31,Delia Aguilar,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Delia Aguilar
Emp #: 31
Position: Account Rank and File
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772865121252-19,19,Cydney Rosario,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Cydney Rosario
Emp #: 19
Position: Account Rank and File
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772865121304-32,32,John Rafael Castro,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: John Rafael Castro
Emp #: 32
Position: Sales & Marketing
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772864208788-18,18,Allison San Jose,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Allison San Jose
Emp #: 18
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772863860270-27,27,Garfield Manalaysay,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6812.50,6185.63,626.88,"=== PAYSLIP ===
Employee: Garfield Manalaysay
Emp #: 27
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,812.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱136.25
Pag-IBIG: ₱25.00
Withholding Tax: ₱240.63
Total Deductions: ₱626.88

=== NET PAY ===
Net Pay: ₱6,185.63
"
PS-1772865121307-33,33,Carlos Ian Martinez,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: Carlos Ian Martinez
Emp #: 33
Position: Supply Chain and Logistics
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772864208783-16,16,Christian Mata,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,11518.75,9932.54,1586.21,"=== PAYSLIP ===
Employee: Christian Mata
Emp #: 16
Position: Account Team Leader
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱11,518.75

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱230.38
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,105.83
Total Deductions: ₱1,586.21

=== NET PAY ===
Net Pay: ₱9,932.54
"
PS-1772863860255-19,19,Cydney Rosario,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Cydney Rosario
Emp #: 19
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772864362771-24,24,Tomas Del Rosario,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Tomas Del Rosario
Emp #: 24
Position: Account Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772865251941-17,17,Selena De Leon,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,11237.50,9713.17,1524.33,"=== PAYSLIP ===
Employee: Selena De Leon
Emp #: 17
Position: Account Team Leader
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱11,237.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱224.75
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,049.58
Total Deductions: ₱1,524.33

=== NET PAY ===
Net Pay: ₱9,713.17
"
PS-1772864208785-17,17,Selena De Leon,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,11237.50,9713.17,1524.33,"=== PAYSLIP ===
Employee: Selena De Leon
Emp #: 17
Position: Account Team Leader
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱11,237.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱224.75
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,049.58
Total Deductions: ₱1,524.33

=== NET PAY ===
Net Pay: ₱9,713.17
"
PS-1772865251986-32,32,John Rafael Castro,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: John Rafael Castro
Emp #: 32
Position: Sales & Marketing
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772865121248-18,18,Allison San Jose,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Allison San Jose
Emp #: 18
Position: Account Rank and File
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772864362749-16,16,Christian Mata,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,11518.75,9932.54,1586.21,"=== PAYSLIP ===
Employee: Christian Mata
Emp #: 16
Position: Account Team Leader
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱11,518.75

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱230.38
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,105.83
Total Deductions: ₱1,586.21

=== NET PAY ===
Net Pay: ₱9,932.54
"
PS-1772863701890-3,3,Bianca Sofia Aquino,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,16125.00,13525.42,2599.58,"=== PAYSLIP ===
Employee: Bianca Sofia Aquino
Emp #: 3
Position: Chief Finance Officer
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱16,125.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱322.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱2,027.08
Total Deductions: ₱2,599.58

=== NET PAY ===
Net Pay: ₱13,525.42
"
PS-1772864362719-8,8,Alice Romualdez,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Alice Romualdez
Emp #: 8
Position: HR Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772864362768-23,23,Vella Santos,2026-02-23,2026-03-01,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Vella Santos
Emp #: 23
Position: Account Rank and File
Period: 2026-02-23 to 2026-03-01

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772864208781-15,15,Fredrick Romualdez,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,14250.00,12062.92,2187.08,"=== PAYSLIP ===
Employee: Fredrick Romualdez
Emp #: 15
Position: Account Manager
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱14,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱285.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,652.08
Total Deductions: ₱2,187.08

=== NET PAY ===
Net Pay: ₱12,062.92
"
PS-1772865251938-16,16,Christian Mata,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,11518.75,9932.54,1586.21,"=== PAYSLIP ===
Employee: Christian Mata
Emp #: 16
Position: Account Team Leader
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱11,518.75

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱230.38
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,105.83
Total Deductions: ₱1,586.21

=== NET PAY ===
Net Pay: ₱9,932.54
"
PS-1772865121217-10,10,Roderick Alvaro,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: Roderick Alvaro
Emp #: 10
Position: Accounting Head
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772863860243-13,13,Martha Farala,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Martha Farala
Emp #: 13
Position: Payroll Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772865251987-33,33,Carlos Ian Martinez,2026-03-16,2026-03-22,2026-03-07,salcedoanthony,14042.50,11901.07,2141.43,"=== PAYSLIP ===
Employee: Carlos Ian Martinez
Emp #: 33
Position: Supply Chain and Logistics
Period: 2026-03-16 to 2026-03-22

=== EARNINGS ===
Gross Pay: ₱14,042.50

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱280.85
Pag-IBIG: ₱25.00
Withholding Tax: ₱1,610.58
Total Deductions: ₱2,141.43

=== NET PAY ===
Net Pay: ₱11,901.07
"
PS-1772864208814-31,31,Delia Aguilar,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,6250.00,5718.75,531.25,"=== PAYSLIP ===
Employee: Delia Aguilar
Emp #: 31
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱6,250.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱125.00
Pag-IBIG: ₱25.00
Withholding Tax: ₱156.25
Total Deductions: ₱531.25

=== NET PAY ===
Net Pay: ₱5,718.75
"
PS-1772865121263-22,22,Kolby Delos Santos,2026-03-09,2026-03-15,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Kolby Delos Santos
Emp #: 22
Position: Account Rank and File
Period: 2026-03-09 to 2026-03-15

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772864208809-28,28,Lizeth Villegas,2026-03-02,2026-03-08,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Lizeth Villegas
Emp #: 28
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-08

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
PS-1772863860265-25,25,Jacklyn Tolentino,2026-03-02,2026-03-11,2026-03-07,salcedoanthony,6625.00,6030.00,595.00,"=== PAYSLIP ===
Employee: Jacklyn Tolentino
Emp #: 25
Position: Account Rank and File
Period: 2026-03-02 to 2026-03-11

=== EARNINGS ===
Gross Pay: ₱6,625.00

=== DEDUCTIONS ===
SSS: ₱225.00
PhilHealth: ₱132.50
Pag-IBIG: ₱25.00
Withholding Tax: ₱212.50
Total Deductions: ₱595.00

=== NET PAY ===
Net Pay: ₱6,030.00
"
